SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1.0,5.7509999999999994,5.829,5.13,91.361,92.63600000000001,92.671,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,94.1,90.8,94.0,19.715,5,5,5,104.677
0.05,1.0,5.629,5.899,5.096,64.519,92.85600000000001,92.733,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,94.1,90.8,94.0,18.965,5,5,5,104.69
0.1,1.0,5.562,5.676,5.254,44.363,92.23,91.824,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,94.1,90.8,94.0,19.574,5,5,5,104.68
0.15,1.0,5.97,5.836,5.061,31.029,91.818,91.632,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,94.1,90.8,94.0,19.134,5,5,5,104.681
0.2,1.0,5.534,5.633,5.117,16.244999999999997,92.48899999999999,92.795,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,93.984,90.8,94.0,19.838,5,5,5,104.691
0.25,1.0,5.928,5.5920000000000005,5.078,32.32,92.6,92.609,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,93.92,90.8,94.0,19.148,5,5,5,104.686
0.3,1.0,5.879,5.827,5.018,38.279,92.71,92.764,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,93.905,90.8,94.0,20.186,5,5,5,104.68700000000001
0.35,1.0,6.0009999999999994,5.649,5.0,33.245000000000005,92.71,92.609,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,93.90100000000001,90.8,94.0,19.478,5,5,5,104.689
0.4,1.0,6.2,5.771,5.002,39.161,92.71,92.918,65.1,55.0,30.6,98.6,68.4,88.9,95.5,88.4,93.9,90.8,94.0,20.198,5,5,5,104.69
0.45,1.0,5.796,5.693,5.002,60.882,92.965,92.795,64.9,55.0,30.6,98.6,68.5,88.9,95.5,88.4,93.9,90.8,94.0,19.734,5,5,5,104.686
0.5,1.0,5.715,5.705,5.331,65.516,93.109,93.25399999999999,64.9,55.0,30.6,98.6,68.5,88.9,95.5,88.4,93.9,90.8,94.0,20.408,5,5,5,104.694
0.55,1.0,6.007,5.7,5.015,59.18,93.07300000000001,93.406,64.9,55.0,30.6,98.6,68.5,88.9,95.5,88.4,93.9,90.8,94.0,19.587,5,5,5,104.69
0.6,1.0,5.883,5.542,5.276,56.067,93.181,93.49600000000001,64.9,55.0,30.6,98.6,68.5,88.9,95.5,88.4,93.9,90.8,94.0,20.18,5,5,5,104.68700000000001
0.65,1.0,6.016,5.725,5.016,49.626000000000005,93.468,93.28399999999999,64.9,55.0,30.6,98.6,68.5,88.9,95.5,88.4,93.9,90.8,94.0,19.470999999999997,5,5,5,104.68299999999999
