SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1.0,5.854,6.24,5.0,97.698,92.846,92.803,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.90100000000001,93.2,89.7,92.4,15.392000000000001,5,5,5,104.49600000000001
0.05,1.0,6.123,6.572,5.0,68.376,92.778,92.426,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.7,92.4,15.093,5,5,5,104.49799999999999
0.1,1.0,5.7490000000000006,6.41,5.0,45.326,92.301,91.869,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.631,92.4,15.279000000000002,5,5,5,104.49700000000001
0.15,1.0,5.902,6.357,5.0,31.669,91.955,91.691,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.531,92.4,15.717,5,5,5,104.493
0.2,1.0,5.927,6.145,5.0,15.665,92.609,92.134,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.507,92.4,15.948,5,5,5,104.49600000000001
0.25,1.0,5.838,6.453,5.0,34.406,92.778,92.514,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.502,92.4,15.444,5,5,5,104.501
0.3,1.0,5.633,6.019,5.0,34.671,92.609,92.514,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.5,92.4,15.14,5,5,5,104.48899999999999
0.35,1.0,5.982,6.914,5.001,33.857,93.115,92.745,65.0,56.9,30.8,95.8,66.9,84.7,92.9,83.9,93.2,89.5,92.4,15.62,5,5,5,104.494
0.4,1.0,5.785,6.482,5.001,37.797,92.846,92.71600000000001,65.0,56.9,30.8,95.8,66.9,84.7,92.755,83.9,93.2,89.5,92.4,15.877,5,5,5,104.492
0.45,1.0,6.0,6.275,5.021,61.48,93.015,92.658,65.0,56.9,30.8,95.8,66.9,84.7,92.71300000000001,83.9,93.2,89.5,92.4,15.488,5,5,5,104.493
0.5,1.0,5.624,5.996,5.151,66.77000000000001,92.914,93.089,65.0,56.9,30.8,95.8,66.9,84.7,92.703,83.9,93.2,89.5,92.4,16.824,5,5,5,104.5
0.55,1.0,5.795,6.46,5.182,59.913000000000004,93.115,93.146,65.0,56.9,30.8,95.8,66.9,84.7,92.70100000000001,83.9,93.2,89.5,92.4,16.933,5,5,5,104.495
0.6,1.0,5.622,6.281,5.124,56.721000000000004,93.149,93.57,65.0,56.9,30.8,95.8,66.9,84.7,92.7,83.9,93.2,89.5,92.4,18.212,5,5,5,104.49700000000001
0.65,1.0,6.085,6.318,5.186,47.288000000000004,93.515,93.598,65.0,56.9,30.8,95.8,66.9,84.7,92.7,83.9,93.2,89.5,92.4,18.005000000000003,5,5,5,104.49700000000001
0.7,1.0,6.183,6.3580000000000005,5.005,27.447,93.712,93.57,65.0,56.9,30.8,95.8,66.9,84.7,92.7,83.9,93.2,89.5,92.4,19.022,5,5,5,104.49700000000001
0.75,1.0,6.073,6.046,5.096,14.005,93.778,93.906,65.1,56.9,30.8,95.9,67.0,84.7,92.7,83.9,93.2,89.5,92.4,18.54,5,5,5,104.485
0.8,1.0,5.97,6.48,5.101,17.994,93.811,94.293,65.1,56.9,30.8,95.9,67.0,84.7,92.7,83.9,93.2,89.5,92.4,19.409,5,5,5,104.485
0.85,1.0,6.036,6.075,5.181,23.948,93.844,94.127,65.1,56.9,30.8,95.9,67.0,84.7,92.7,83.9,93.2,89.5,92.4,18.897,5,5,5,104.495
0.9,1.0,5.9350000000000005,6.075,5.135,33.846000000000004,93.90899999999999,94.403,65.1,56.9,30.8,95.9,67.0,84.7,92.7,83.9,93.2,89.5,92.4,19.790999999999997,5,5,5,104.501
