SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1,5.317,6.546,5.498,94.69,91.458,92.92699999999999,60.0,58.8,29.6,95.4,67.0,90.904,96.3,93.2,812.6,812.6,812.6,17.253,5.0,5.0,5.0,104.436
0.05,1,5.303,7.045999999999999,5.319,67.981,91.222,93.084,60.0,58.8,29.6,95.4,67.0,90.90100000000001,96.3,93.2,812.6,812.6,812.6,16.982,5.0,5.0,5.0,104.425
0.1,1,5.32,7.252,5.316,40.586999999999996,91.10300000000001,92.896,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.2,812.6,812.6,812.6,18.58,5.0,5.0,5.0,104.434
0.15,1,5.3,6.813000000000001,5.405,28.515,90.86399999999999,92.291,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.2,812.6,812.6,812.6,17.433,5.0,5.0,5.0,104.43299999999999
0.2,1,5.319,6.861,5.326,14.854,91.10300000000001,92.355,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.2,812.6,812.6,812.6,19.259,5.0,5.0,5.0,104.44200000000001
0.25,1,5.301,6.789,5.298,34.742,90.86399999999999,92.355,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.2,812.6,812.6,812.6,18.561,5.0,5.0,5.0,104.427
0.3,1,5.318,6.848,5.204,35.211,90.944,92.706,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.074,812.6,812.6,812.6,18.862000000000002,5.0,5.0,5.0,104.429
0.35,1,5.304,6.8740000000000006,5.388,32.486999999999995,91.222,92.579,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.018,812.6,812.6,812.6,19.808,5.0,5.0,5.0,104.428
0.4,1,5.318,6.998,5.382,37.727,91.575,92.738,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.00399999999999,812.6,812.6,812.6,18.746,5.0,5.0,5.0,104.44200000000001
0.45,1,5.304,6.614,5.362,61.885,91.26100000000001,92.642,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.001,812.6,812.6,812.6,19.905,5.0,5.0,5.0,104.432
0.5,1,5.318,6.766,5.343,68.24000000000001,91.536,93.178,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.0,812.6,812.6,812.6,18.682000000000002,5.0,5.0,5.0,104.445
0.55,1,5.303,7.125,5.2620000000000005,60.088,91.847,93.52,60.0,58.8,29.6,95.4,67.0,90.9,96.3,93.0,812.6,812.6,812.6,20.0,5.0,5.0,5.0,104.43799999999999
