SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1,6.264,11.76,5.002,99.538,92.62,91.919,65.3,55.1,31.0,101.1,66.7,87.5,94.6,87.0,93.9,90.4,93.6,13.811,5,5,5,104.70700000000001
0.05,1,6.246,11.997,5.085,68.156,92.382,92.066,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,14.304,5,5,5,104.715
0.1,1,5.741,11.674,5.061,43.949,92.039,91.654,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,13.106,5,5,5,104.713
0.15,1,6.041,11.377,5.06,31.859,91.517,91.267,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,14.617,5,5,5,104.713
0.2,1,5.92,11.826,5.001,19.33,91.9,91.654,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,13.757,5,5,5,104.70200000000001
0.25,1,5.627,11.357,5.131,35.501,92.314,91.97800000000001,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,14.259,5,5,5,104.71799999999999
0.3,1,5.861,11.233,5.001,34.465999999999994,92.314,92.154,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,14.129,5,5,5,104.704
0.35,1,5.811,11.565000000000001,5.005,33.143,92.55199999999999,92.03699999999999,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,13.769,5,5,5,104.71600000000001
0.4,1,5.997,11.711,5.038,40.135,92.654,92.27,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.9,90.4,93.6,15.04,5,5,5,104.70700000000001
0.45,1,6.025,11.48,5.011,60.361000000000004,92.722,92.124,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.763,90.4,93.55,13.981,5,5,5,104.72200000000001
0.5,1,6.243,11.989,5.234,65.249,92.92399999999999,92.817,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.715,90.4,93.436,14.798,5,5,5,104.714
0.55,1,5.618,12.187000000000001,5.024,59.906000000000006,93.024,92.67399999999999,65.2,55.1,31.1,100.9,66.8,87.5,94.6,87.0,93.704,90.4,93.408,14.387,5,5,5,104.72
0.6,1,5.7059999999999995,11.529,5.241,57.09,93.124,93.158,65.2,55.1,31.1,100.9,66.8,87.5,94.556,86.863,93.70100000000001,90.4,93.402,15.503,5,5,5,104.708
0.65,1,5.684,11.676,5.026,48.479,93.191,92.931,65.2,55.1,31.1,100.9,66.8,87.5,94.513,86.815,93.7,90.4,93.4,15.456,5,5,5,104.721
0.7,1,5.934,11.741,5.241,27.92,93.423,93.187,65.2,55.1,31.1,100.9,66.8,87.5,94.503,86.804,93.7,90.4,93.4,17.499000000000002,5,5,5,104.714
0.75,1,5.812,11.195,5.117,13.094,93.456,93.35600000000001,65.2,55.1,31.1,100.9,66.8,87.5,94.501,86.801,93.7,90.247,93.4,16.966,5,5,5,104.71799999999999
0.8,1,5.8759999999999994,11.815000000000001,5.24,19.718,93.686,93.41199999999999,65.2,55.1,31.1,100.9,66.8,87.413,94.5,86.8,93.7,90.211,93.4,18.509999999999998,5,5,5,104.696
0.85,1,5.643,11.637,5.026,18.863,93.946,93.663,65.2,55.1,31.1,100.9,66.8,87.327,94.5,86.8,93.7,90.203,93.4,17.887,5,5,5,104.713
0.9,1,5.571,11.065999999999999,5.085,29.743000000000002,93.816,93.80199999999999,65.2,55.1,31.1,100.9,66.8,87.306,94.5,86.8,93.7,90.20100000000001,93.4,19.129,5,5,5,104.708
0.95,1,5.797,11.466000000000001,5.106,19.838,93.78399999999999,93.857,65.2,55.1,31.1,100.9,66.8,87.301,94.5,86.8,93.7,90.2,93.4,18.355,5,5,5,104.721
