SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1,5.76,5.536,5.009,95.64,92.803,90.516,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.301,92.9,19.017000000000003,5.0,5.0,5.0,104.84200000000001
0.05,1,5.724,5.666,5.065,66.59100000000001,93.032,91.21600000000001,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,20.047,5.0,5.0,5.0,104.838
0.1,1,5.628,5.484,5.129,45.791,93.003,91.071,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,19.059,5.0,5.0,5.0,104.839
0.15,1,5.804,5.435,5.027,32.241,92.86,90.604,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,20.728,5.0,5.0,5.0,104.84100000000001
0.2,1,5.604,5.609,5.07,17.516,92.803,90.722,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,19.232999999999997,5.0,5.0,5.0,104.838
0.25,1,5.501,5.709,5.087,37.702,92.889,90.575,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,20.533,5.0,5.0,5.0,104.83200000000001
0.3,1,5.531,5.578,5.185,36.298,92.975,90.398,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,19.305,5.0,5.0,5.0,104.834
0.35,1,5.447,5.508,5.068,37.078,92.889,90.722,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,20.088,5.0,5.0,5.0,104.845
0.4,1,5.521,5.515,5.049,51.223,92.86,91.013,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,19.273,5.0,5.0,5.0,104.84299999999999
0.45,1,5.376,5.6530000000000005,5.004,61.919,92.86,91.042,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.3,90.6,88.3,92.9,20.225,5.0,5.0,5.0,104.836
0.5,1,5.44,5.496,5.016,67.22399999999999,93.118,91.36,59.9,57.7,30.9,100.6,66.2,91.0,86.3,83.184,90.6,88.3,92.9,19.002000000000002,5.0,5.0,5.0,104.837
0.55,1,5.485,5.61,5.097,62.948,93.40100000000001,91.76,59.9,57.7,30.9,100.6,66.2,91.0,86.163,83.12,90.6,88.3,92.9,20.129,5.0,5.0,5.0,104.839
0.6,1,5.462,5.6129999999999995,5.116,60.242,93.26,92.266,59.9,57.7,30.9,100.6,66.2,91.0,86.115,83.105,90.6,88.3,92.9,18.977,5.0,5.0,5.0,104.844
0.65,1,5.516,5.467,5.097,58.518,93.682,92.793,59.9,57.7,30.9,100.6,66.2,91.0,86.104,83.101,90.6,88.3,92.747,20.064,5.0,5.0,5.0,104.837
0.7,1,5.901,5.507,5.064,57.483999999999995,93.822,92.572,59.9,57.7,30.9,100.6,66.2,91.0,86.101,83.1,90.6,88.3,92.711,19.084000000000003,5.0,5.0,5.0,104.84
0.75,1,5.626,5.691,5.007,34.58,94.017,92.957,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.6,88.3,92.703,19.203,5.0,5.0,5.0,104.84200000000001
0.8,1,5.596,5.481,5.164,18.518,93.906,93.012,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.6,88.3,92.70100000000001,20.310000000000002,5.0,5.0,5.0,104.84
0.85,1,5.573,5.867,5.175,8.851,94.21,93.23,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.6,88.3,92.7,19.432000000000002,5.0,5.0,5.0,104.845
0.9,1,5.605,5.5920000000000005,5.128,25.154,94.155,93.33800000000001,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.513,88.3,92.7,20.314,5.0,5.0,5.0,104.834
0.95,1,5.47,5.491,5.179,32.179,94.044,93.365,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.42699999999999,88.3,92.7,19.297,5.0,5.0,5.0,104.82600000000001
1.0,1,5.485,5.48,5.092,27.484,94.044,93.094,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.406,88.3,92.7,20.348,5.0,5.0,5.0,104.831
1.05,1,5.43,5.507,5.003,28.221,94.238,93.33800000000001,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.402,88.3,92.7,19.504,5.0,5.0,5.0,104.83200000000001
1.1,1,5.315,5.517,5.261,32.403999999999996,93.85,93.634,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,20.494999999999997,5.0,5.0,5.0,104.83200000000001
1.15,1,5.397,5.514,5.035,28.599,94.183,93.554,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,19.456,5.0,5.0,5.0,104.84
1.2,1,5.447,5.739,5.029,28.805999999999997,94.1,93.848,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,20.366,5.0,5.0,5.0,104.834
1.25,1,5.333,5.484,5.0,29.48,94.348,93.661,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,19.594,5.0,5.0,5.0,104.84
1.3,1,5.352,5.643,5.137,28.576,94.457,94.06,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,20.362000000000002,5.0,5.0,5.0,104.833
1.35,1,5.382,5.529,5.008,28.121,94.512,94.298,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,19.561,5.0,5.0,5.0,104.835
1.4,1,5.568,5.504,5.054,26.949,94.512,94.35,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,20.339,5.0,5.0,5.0,104.837
1.45,1,5.394,5.713,5.104,27.101,94.594,94.245,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,19.345,5.0,5.0,5.0,104.838
1.5,1,5.409,5.774,5.067,27.179000000000002,94.457,94.612,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,20.124000000000002,5.0,5.0,5.0,104.833
1.55,1,5.3870000000000005,5.53,5.243,26.98,94.83800000000001,94.533,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,19.188,5.0,5.0,5.0,104.836
1.6,1,5.55,5.5920000000000005,5.035,26.573,94.811,94.87100000000001,59.9,57.7,30.9,100.6,66.2,91.0,86.1,83.1,90.4,88.3,92.7,20.025,5.0,5.0,5.0,104.834
1.65,1,5.419,5.614,5.023,26.523000000000003,95.134,94.923,59.9,57.7,30.9,100.6,66.2,90.863,86.1,83.013,90.4,88.3,92.7,19.349,5.0,5.0,5.0,104.839
1.7,1,5.418,5.475,5.246,26.316,94.83800000000001,95.0,60.1,57.7,31.0,100.3,66.2,90.815,86.1,82.92699999999999,90.4,88.3,92.7,20.131,5.0,5.0,5.0,104.834
1.75,1,5.302,5.475,5.102,26.311999999999998,94.811,95.282,60.1,57.7,31.0,100.3,66.2,90.804,86.1,82.906,90.4,88.3,92.7,19.39,5.0,5.0,5.0,104.84200000000001
1.8,1,5.432,5.611,5.03,25.746,94.757,95.359,60.1,57.7,31.0,100.3,66.2,90.801,86.1,82.902,90.4,88.3,92.7,19.962,5.0,5.0,5.0,104.84
1.85,1,5.29,5.614,5.133,25.881,94.811,95.205,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.4,88.3,92.7,19.341,5.0,5.0,5.0,104.844
1.9,1,5.426,5.62,5.168,25.568,95.054,95.308,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.4,88.25,92.7,19.982999999999997,5.0,5.0,5.0,104.835
1.95,1,5.32,5.619,5.235,25.63,95.054,95.587,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.4,88.13600000000001,92.7,19.415,5.0,5.0,5.0,104.839
2.0,1,5.347,5.556,5.106,25.23,94.78399999999999,95.638,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.4,88.108,92.7,19.886,5.0,5.0,5.0,104.84
2.05,1,5.379,5.459,5.086,24.975,95.0,95.73899999999999,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.342,88.102,92.7,19.45,5.0,5.0,5.0,104.836
2.1,1,5.481,5.609,5.079,24.832,94.865,95.688,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.31,88.1,92.7,19.874000000000002,5.0,5.0,5.0,104.837
2.15,1,5.391,5.472,5.045,24.674,95.108,95.359,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.30199999999999,88.1,92.7,19.272,5.0,5.0,5.0,104.834
2.2,1,5.436,5.52,5.056,25.235,95.188,95.486,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.301,88.1,92.7,19.835,5.0,5.0,5.0,104.835
2.25,1,5.289,5.518,5.043,25.085,95.455,95.688,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.3,88.1,92.7,19.304000000000002,5.0,5.0,5.0,104.833
2.3,1,5.374,5.574,5.106,25.112000000000002,95.268,95.562,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.3,88.1,92.7,19.842,5.0,5.0,5.0,104.833
2.35,1,5.291,5.459,5.043,25.75,95.161,95.764,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.3,88.1,92.7,19.227,5.0,5.0,5.0,104.834
2.4,1,5.364,5.563,5.12,24.964000000000002,95.108,95.562,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.3,88.1,92.7,20.226,5.0,5.0,5.0,104.839
2.45,1,5.467,5.572,5.072,26.795,95.268,95.51100000000001,60.1,57.7,31.0,100.3,66.2,90.8,86.1,82.9,90.3,88.1,92.7,19.054000000000002,5.0,5.0,5.0,104.83200000000001
2.5,1,5.405,5.508,5.0,26.502,95.027,95.536,60.1,57.7,31.0,100.3,66.2,90.8,86.05,82.9,90.3,88.1,92.7,19.982,5.0,5.0,5.0,104.82799999999999
2.55,1,5.29,5.507,5.017,39.635999999999996,95.40100000000001,95.562,60.1,57.7,31.0,100.3,66.2,90.8,85.936,82.9,90.3,88.1,92.7,19.169,5.0,5.0,5.0,104.815
2.6,1,5.347,5.617,5.069,62.258,95.0,95.51100000000001,60.1,57.7,31.0,100.3,66.2,90.8,85.908,82.9,90.3,88.1,92.7,19.848,5.0,5.0,5.0,104.805
2.65,1,5.501,5.428,5.004,94.743,95.215,95.18,60.1,57.7,31.0,100.3,66.2,90.8,85.902,82.9,90.3,88.1,92.7,19.459000000000003,5.0,5.0,5.0,104.822
2.7,1,5.432,5.459,5.097,128.70299999999997,95.134,95.308,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.938,5.0,5.0,5.0,104.822
2.75,1,5.482,5.521,5.064,152.94899999999998,95.134,95.612,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.312,5.0,5.0,5.0,104.824
2.8,1,5.677,5.515,5.018,171.00400000000002,94.973,95.23100000000001,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.012999999999998,5.0,5.0,5.0,104.83
2.85,1,5.473,5.434,5.001,176.293,95.215,95.435,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.355,5.0,5.0,5.0,104.825
2.9,1,5.316,5.458,5.068,172.764,95.295,95.333,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.145,5.0,5.0,5.0,104.82799999999999
2.95,1,5.362,5.543,5.01,154.298,95.268,95.40899999999999,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.573,5.0,5.0,5.0,104.819
3.0,1,5.7,5.467,5.101,127.656,94.973,95.282,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.283,5.0,5.0,5.0,104.81299999999999
3.05,1,5.474,5.617,5.093,96.913,95.188,95.384,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.509,5.0,5.0,5.0,104.829
3.1,1,5.423,5.499,5.133,71.96,95.241,95.384,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.229,5.0,5.0,5.0,104.822
3.15,1,5.377,5.502,5.011,56.751000000000005,95.188,95.40899999999999,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.406,5.0,5.0,5.0,104.82700000000001
3.2,14,5.324,5.491,5.227,99.429,95.321,95.486,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.216,5.0,5.0,5.0,104.815
3.25,14,5.43,5.506,5.178,109.848,95.375,95.536,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.395,5.0,5.0,5.0,104.82700000000001
3.3,14,5.45,5.514,5.026,80.376,95.108,95.789,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.078,5.0,5.0,5.0,104.823
3.35,14,5.33,5.539,5.142,51.452,95.348,95.587,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.168,5.0,5.0,5.0,104.82600000000001
3.4,14,5.367,5.593,5.143,37.798,95.241,95.308,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,19.122999999999998,5.0,5.0,5.0,104.822
3.45,14,5.39,5.5,5.013,47.511,95.215,95.46,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.7,20.305999999999997,5.0,5.0,5.0,104.82799999999999
3.5,14,5.376,5.465,5.054,59.161,95.027,95.282,60.1,57.7,31.0,100.3,66.2,90.8,85.9,82.9,90.3,88.1,92.555,19.067,5.0,5.0,5.0,104.82600000000001
