SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1.0,5.422,6.899,5.081,96.95200000000001,92.3,92.033,64.7,54.9,30.7,101.0,65.5,87.5,94.4,86.801,93.70100000000001,90.3,93.5,19.593,5,5,5,104.45200000000001
0.05,1.0,5.304,6.933,5.21,68.527,92.229,92.156,64.7,54.9,30.7,101.0,65.5,87.5,94.4,86.8,93.7,90.3,93.5,18.772,5,5,5,104.449
0.1,1.0,5.336,6.6259999999999994,5.102,39.399,91.50399999999999,91.191,64.7,54.9,30.7,101.0,65.5,87.5,94.4,86.8,93.7,90.3,93.5,19.633,5,5,5,104.446
0.15,1.0,5.322,6.378,5.188,30.756999999999998,91.72399999999999,91.38,64.7,54.9,30.7,101.0,65.5,87.5,94.4,86.8,93.7,90.3,93.5,18.677,5,5,5,104.43799999999999
0.2,1.0,5.398,6.549,5.063,17.622,92.04899999999999,91.47399999999999,64.7,54.9,30.7,101.0,65.5,87.5,94.4,86.8,93.7,90.3,93.5,20.136,5,5,5,104.447
0.25,1.0,5.295,6.934,5.031,24.844,92.336,91.47399999999999,64.7,54.9,30.7,101.0,65.5,87.5,94.4,86.8,93.7,90.3,93.5,18.953,5,5,5,104.44200000000001
0.3,1.0,5.43,7.0920000000000005,5.01,37.911,92.229,92.217,64.7,54.9,30.8,101.1,65.6,87.5,94.4,86.8,93.7,90.3,93.5,20.092,5,5,5,104.45
0.35,1.0,5.297,6.629,5.067,32.219,92.013,91.692,64.7,54.9,30.8,101.1,65.6,87.45,94.4,86.8,93.7,90.3,93.5,18.992,5,5,5,104.443
0.4,1.0,5.329,6.421,5.257,45.667,92.372,92.339,64.7,54.9,30.8,101.1,65.6,87.336,94.4,86.8,93.7,90.3,93.5,19.957,5,5,5,104.45100000000001
0.45,1.0,5.312,6.599,5.133,56.323,92.585,92.094,64.7,54.9,30.8,101.1,65.6,87.308,94.4,86.8,93.7,90.3,93.5,19.217,5,5,5,104.439
0.5,1.0,5.365,6.2,5.335,63.693000000000005,92.443,92.703,64.7,54.9,30.8,101.1,65.6,87.30199999999999,94.263,86.8,93.7,90.3,93.5,20.542,5,5,5,104.448
0.55,1.0,5.317,6.383,5.08,59.869,92.76100000000001,92.763,64.7,54.9,30.8,101.1,65.6,87.3,94.215,86.8,93.7,90.3,93.5,19.448,5,5,5,104.445
0.6,1.0,5.334,6.558,5.329,56.863,93.146,93.211,64.7,54.9,30.8,101.1,65.6,87.3,94.204,86.8,93.7,90.3,93.5,20.145,5,5,5,104.45
0.65,1.0,5.296,6.735,5.081,51.076,93.354,92.733,64.7,54.9,30.8,101.1,65.6,87.3,94.20100000000001,86.8,93.7,90.3,93.5,19.581,5,5,5,104.44200000000001
0.7,1.0,5.328,6.599,5.026,28.988000000000003,93.319,92.883,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.562,5,5,5,104.441
0.75,1.0,5.418,6.346,5.014,14.517999999999999,93.52600000000001,92.973,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.869999999999997,5,5,5,104.43799999999999
0.8,1.0,5.33,6.536,5.066,20.601,93.663,93.828,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.855,5,5,5,104.439
0.85,1.0,5.309,6.425,5.03,22.395,93.765,93.359,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.866,5,5,5,104.441
0.9,1.0,5.351,6.351,5.017,33.025,93.697,93.3,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.904000000000003,5,5,5,104.439
0.95,1.0,5.333,6.556,5.039,24.515,93.833,93.79899999999999,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.856,5,5,5,104.43799999999999
1.0,1.0,5.364,6.936,5.282,23.609,93.833,93.741,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,20.004,5,5,5,104.443
1.05,1.0,5.297,6.952,5.05,27.13,93.663,93.828,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.824,5,5,5,104.43700000000001
1.1,1.0,5.339,6.973,5.291,26.493000000000002,93.697,94.14699999999999,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,20.066,5,5,5,104.443
1.15,1.0,5.351,6.404,5.089,25.385,94.036,93.477,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.5,19.773,5,5,5,104.444
1.2,1.0,5.333,6.823,5.293,26.570999999999998,94.104,93.77,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.355,19.925,5,5,5,104.45
1.25,1.0,5.424,6.072,5.001,27.092,93.935,94.031,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.313,19.823,5,5,5,104.436
1.3,1.0,5.378,6.313000000000001,5.024,26.886,94.737,94.262,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.303,19.843,5,5,5,104.436
1.35,1.0,5.302,6.467,5.032,26.881999999999998,94.538,94.633,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.301,19.445,5,5,5,104.43700000000001
1.4,1.0,5.346,6.549,5.077,26.544,94.271,94.405,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.3,19.996,5,5,5,104.43799999999999
1.45,1.0,5.311,6.272,5.007,26.587,94.33800000000001,94.548,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.7,90.3,93.3,19.731,5,5,5,104.43700000000001
1.5,1.0,5.3870000000000005,6.152,5.266,26.475,94.538,95.056,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.8,93.65,90.3,93.3,20.031,5,5,5,104.448
1.55,1.0,5.302,6.554,5.099,26.338,94.505,94.775,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.75,93.536,90.3,93.3,19.784,5,5,5,104.443
1.6,1.0,5.331,6.849,5.015,26.336,94.77,94.916,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.63600000000001,93.508,90.3,93.3,19.718,5,5,5,104.448
1.65,1.0,5.299,6.59,5.014,25.734,94.271,95.14,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.608,93.502,90.3,93.3,20.411,5,5,5,104.44200000000001
1.7,1.0,5.322,6.5280000000000005,5.003,25.333,94.737,94.803,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.602,93.5,90.3,93.3,19.36,5,5,5,104.444
1.75,1.0,5.297,6.214,5.007,25.614,94.671,95.084,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.6,93.5,90.3,93.3,20.392000000000003,5,5,5,104.441
1.8,1.0,5.323,6.257,5.003,25.491,94.836,95.112,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.6,93.5,90.3,93.3,19.329,5,5,5,104.44200000000001
1.85,1.0,5.297,6.234,5.112,25.189,94.869,95.28,64.7,54.9,30.8,101.1,65.6,87.3,94.2,86.6,93.5,90.3,93.3,20.185000000000002,5,5,5,104.443
1.9,1.0,5.322,6.198,5.124,25.839000000000002,94.803,95.446,64.7,54.9,30.8,101.1,65.6,87.3,94.063,86.6,93.5,90.3,93.3,19.406,5,5,5,104.441
1.95,1.0,5.299,6.404,5.134,25.124000000000002,94.934,96.023,64.7,54.9,30.8,101.1,65.6,87.3,94.015,86.6,93.5,90.14699999999999,93.3,20.066,5,5,5,104.447
2.0,1.0,5.327,6.23,5.028,25.323,95.033,95.335,64.7,54.9,30.8,101.1,65.6,87.3,94.00399999999999,86.6,93.5,90.111,93.3,19.281,5,5,5,104.44200000000001
2.05,1.0,5.33,6.602,5.047,24.895,95.293,95.612,64.7,54.9,30.8,101.1,65.6,87.3,94.001,86.6,93.5,90.10300000000001,93.3,20.176,5,5,5,104.443
2.1,1.0,5.39,6.834,5.082,24.838,95.163,95.695,64.7,54.9,30.8,101.1,65.6,87.3,94.0,86.6,93.5,90.101,93.3,19.366,5,5,5,104.443
2.15,1.0,5.362,6.461,5.044,23.417,95.098,95.612,64.7,54.9,30.8,101.1,65.6,87.3,94.0,86.6,93.5,90.1,93.3,20.325,5,5,5,104.44200000000001
2.2,1.0,5.337,6.325,5.125,23.769000000000002,95.26100000000001,95.502,64.7,54.9,30.8,101.1,65.6,87.3,94.0,86.6,93.5,90.1,93.3,19.5,5,5,5,104.439
2.25,1.0,5.325,6.673,5.116,23.547,95.487,95.502,64.7,54.9,30.8,101.1,65.6,87.3,94.0,86.6,93.5,90.1,93.3,20.3,5,5,5,104.441
2.3,1.0,5.508,6.881,5.075,24.039,95.065,95.529,64.8,55.0,30.8,101.0,65.6,87.3,94.0,86.6,93.5,90.1,93.3,19.439999999999998,5,5,5,104.44200000000001
2.35,1.0,5.308,7.114,5.122,22.989,95.098,95.252,64.8,55.0,30.8,101.0,65.6,87.3,94.0,86.6,93.5,90.1,93.3,20.484,5,5,5,104.439
