SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1.0,5.447,6.574,5.305,94.473,93.351,92.888,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.142,89.5,92.5,18.937,5,5,5,104.48100000000001
0.05,1.0,5.675,6.574,5.26,66.947,93.252,93.17399999999999,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.11,89.5,92.5,19.619,5,5,5,104.484
0.1,1.0,5.531,5.993,5.162,44.289,92.408,92.28,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.102,89.5,92.5,19.101,5,5,5,104.491
0.15,1.0,5.569,6.009,5.149,28.199,92.442,92.251,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.101,89.5,92.5,19.740000000000002,5,5,5,104.476
0.2,1.0,5.503,6.361,5.092,14.818,93.085,92.542,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.1,89.5,92.5,19.259999999999998,5,5,5,104.48100000000001
0.25,1.0,5.424,6.326,5.173,32.663,92.95100000000001,92.859,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.1,89.5,92.5,19.863,5,5,5,104.486
0.3,1.0,5.5969999999999995,6.183,5.185,39.644,92.984,92.859,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.1,89.5,92.5,19.378,5,5,5,104.493
0.35,1.0,5.436,6.048,5.157,35.729,93.318,92.917,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.1,89.5,92.5,19.937,5,5,5,104.486
0.4,1.0,5.439,5.578,5.022,41.413000000000004,93.018,92.687,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.1,89.5,92.5,19.369999999999997,5,5,5,104.48700000000001
0.45,1.0,5.7,5.9670000000000005,5.251,59.516999999999996,93.118,93.485,65.4,57.1,29.3,94.8,64.8,84.6,92.9,83.9,93.1,89.5,92.5,19.993000000000002,5,5,5,104.48299999999999
