SampleTime,Phase,Sensor1,Sensor2,Sensor3,IJ,Sensor5,Sensor6,MouldTemp1,MouldTemp2,MouldTemp3,MouldTemp4,MouldTemp5,MouldTemp9,MouldTemp10,MouldTemp11,MouldTemp12,MouldTemp13,MouldTemp14,Sensor8,MouldFlow1,MouldFlow2,MouldFlow3,SP
0.0,1,5.347,7.5440000000000005,9.841999999999999,99.751,92.574,91.988,65.2,55.1,31.2,98.7,68.9,88.2,95.90100000000001,87.7,94.6,91.4,94.4,17.756999999999998,5,5,5,104.425
0.05,1,5.29,7.29,10.036999999999999,69.141,92.446,91.598,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.014000000000003,5,5,5,104.42200000000001
0.1,1,5.323,7.163,9.836,40.416,91.994,91.402,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.2,5,5,5,104.42299999999999
0.15,1,5.342,7.168,9.859,32.561,91.929,90.92,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,18.415,5,5,5,104.42200000000001
0.2,1,5.323,7.666,10.044,17.617,92.189,90.92,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.153,5,5,5,104.425
0.25,1,5.292,7.297,9.947,31.974,92.574,91.43,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,18.677999999999997,5,5,5,104.432
0.3,1,5.324,7.204000000000001,9.901,32.973,92.574,91.542,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,18.724,5,5,5,104.428
0.35,1,5.29,7.848000000000001,9.8,38.900999999999996,92.542,91.317,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.719,5,5,5,104.421
0.4,1,5.323,7.0760000000000005,9.803,49.648,92.60600000000001,91.514,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,18.156,5,5,5,104.427
0.45,1,5.291,7.401,9.831,60.72,92.60600000000001,92.043,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.335,5,5,5,104.428
0.5,1,5.324,7.26,10.058,66.61600000000001,92.765,92.318,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.241,5,5,5,104.431
0.55,1,5.29,7.337,10.039,61.508,92.797,92.59100000000001,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,18.576,5,5,5,104.429
0.6,1,5.327,7.253,5.491,58.886,93.081,92.59100000000001,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.201999999999998,5,5,5,104.434
0.65,1,5.415,7.23,5.073,55.967,93.268,92.753,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.055999999999997,5,5,5,104.435
0.7,1,5.324,7.157,5.383,30.95,93.237,93.02199999999999,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.704,5,5,5,104.43299999999999
0.75,1,5.292,7.3629999999999995,5.29,16.052999999999997,93.579,93.209,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.576999999999998,5,5,5,104.43
0.8,1,5.324,7.063000000000001,5.39,26.958000000000002,93.825,93.44800000000001,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.6,91.4,94.4,19.970999999999997,5,5,5,104.434
0.85,1,5.29,7.384,5.069,30.074,93.733,93.58,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.556,91.4,94.4,19.703,5,5,5,104.42200000000001
0.9,1,5.323,7.4030000000000005,6.924,31.284000000000002,93.85600000000001,93.422,65.2,55.1,31.2,98.7,68.9,88.2,95.9,87.7,94.513,91.4,94.4,20.027,5,5,5,104.431
